id,activity_type,distance_miles,moving_time,average_heartrate,max_heartrate
7294,Run,2.01,15.35,143.5,166
7295,Run,4.02,30.28,147.2,175
7296,Run,4.01,30.45,149.8,171
7297,Run,4.01,30.07,150.6,168
7298,Run,3.01,22.93,180.4,197
7299,Run,0.58,3,172.6,203
7300,Run,1.15,8.87,156,174
7301,Run,0.49,4.02,145.4,159
7302,Run,1.11,8.73,141.2,157
7303,Run,0.76,4.08,182.4,201
7304,Run,3.12,23.97,139.9,169
7305,Run,1,15.9,127.1,177
7306,Run,2.51,20.87,153.4,165
7307,Run,3.03,23.68,149.6,166
7308,Run,8.01,57.5,172.9,186
7309,Run,1.51,11.97,145,164
7310,Run,3.32,26.6,158.4,172
7311,Run,1.25,21.28,112.4,152
7312,Run,0.29,2.42,146.8,160
7313,Run,0.72,3.58,185,204
7314,Run,0.83,6.35,134.7,155
7315,Run,2.02,15.65,156.1,173
7316,Run,1.66,12.37,144.9,159
7317,Run,3.36,30.78,135.2,147
7318,Run,0.33,2.68,125.6,143
7319,Run,3.51,27.12,158,176
7320,Run,1.11,9.9,152.7,162
7321,Run,0.51,2.15,175.5,183
7322,Run,2.17,17.1,158.9,171
7323,Run,3.74,30.08,144.4,159
7324,Run,4.01,29.98,137.4,155
7325,Run,8.02,58.72,155.1,184
7326,Run,0.81,8.1,142.6,160
7327,Run,1.24,5.18,164.1,186
7328,Run,2.04,16.42,139.7,162
7329,Run,4.44,39.5,139.6,158
7330,Run,3.52,27.8,150.8,168
7331,Walk,4.03,106.37,0,0
7332,Run,2.95,24.1,135.8,154
7333,Run,2.25,30.02,113.8,147
7334,Run,2.01,14.6,152.7,163
7335,Run,0.84,7.82,138.5,149
7336,Run,1.44,6.48,166.5,197
7337,Run,2.2,18.22,144.3,164
7338,Run,3.75,33.85,123.1,146
7339,Run,5.03,39.05,145.3,164
7340,Run,0.52,6.83,115.2,177
7341,Run,5.01,42,142.9,167
7342,Run,13.15,97.22,163.7,185
7343,Run,5.08,39.13,156.1,174
7344,Run,4.01,33.83,137.6,151
7345,Run,5.01,35.3,167.2,185
7346,Run,5.01,36.3,144.2,166
7347,Run,0.5,4.62,145.5,159
7348,Run,2.5,13.13,158.5,186
7349,Run,2.62,19.78,141.9,161
7350,Run,4.01,30.4,148.6,164
7351,Run,5.13,39.58,150.7,173
7352,Run,5.38,41.58,159.2,175
7353,Run,0.3,2.35,153.8,161
7354,Run,5.02,31.9,177.1,202
7355,Run,2.28,18.9,144.5,160
7356,Run,5.55,44.08,144.9,160
7357,Run,6.02,45.15,146.3,171
7358,Run,0.01,0.15,60.4,74
7359,Run,5.31,41.37,147,176
7360,Run,9,59.7,163.2,199
7361,Run,6.02,47.45,153.2,168
7362,Run,4,29.17,150.7,165
7363,Run,4.01,26.43,182.5,203
7364,Run,6.01,44.02,155.3,179
7365,Run,4.06,32.57,147.2,163
7366,Run,10.01,79.27,149.4,170
7367,Run,2.28,20.17,131,141
7368,Run,4.02,31.18,164,189
7369,Run,3.03,23.4,146.7,157
7370,Run,10.06,76.87,155.2,173
7371,Run,4.16,30.27,149.7,176
7372,Run,4.14,37.03,131,151
7373,Run,3.59,27.05,171.3,199
7374,Run,0.5,2.15,0,0
7375,Run,1.49,11.02,157,177
7376,Run,3.01,22.35,140.2,151
7377,Run,4.01,30.85,156.8,166
7378,Run,3.06,22.37,142.3,157
7379,Run,0,0,0,64
7380,Run,0,0.03,0,67
7381,Run,4.01,36.55,134.1,153
7382,Run,0.37,2.8,132.7,150
7383,Run,0.51,4.83,144,152
7384,Run,2.5,15.67,159.6,193
7385,Run,2.01,15.82,148.7,167
7386,Swim,0.25,6,98.5,140
7387,Run,2.01,14.67,145.6,155
7388,Run,3.3,26,0,0
7389,Run,6.02,43.83,167,200
7390,Run,3.06,22.63,134.7,158
7391,Run,1.51,13.25,148.4,160
7392,Run,3.02,22.42,171.1,194
7393,Run,1.52,12.02,145.1,157
7394,Run,5.02,36.53,153.9,176
7395,Run,0.4,3.47,151,176
7396,Run,10.2,73.78,167.1,200
7397,Run,4.01,31.62,147.6,165
7398,Run,4.4,29.98,171.7,193
7399,Run,1.61,14.53,137.6,157
7400,Run,8.02,60.97,157.4,180
7401,Run,3.51,31.02,142.1,169
7402,Run,3.52,27.27,150.2,161
7403,Run,2.04,16.48,155.9,177
7404,Run,4.01,29.25,159.3,177
7405,Run,6.01,44.12,161,177
7406,Run,4,34.23,140.5,159
7407,Run,3.21,25.72,139.2,156
7408,Run,2.13,18.18,152.9,162
7409,Run,2.07,12.23,189,200
7410,Run,1.5,9,0,0
7411,Run,2.01,16.1,150.7,171
7412,Run,4.01,31.55,154,173
7413,Run,7.6,54.28,166.8,182
7414,Run,0.5,4.12,140,152
7415,Run,3,23.27,146.4,160
7416,Run,1.01,7.53,143.3,153
7417,Run,2.15,10.3,143.6,177
7418,Run,2,15.87,141.1,155
7419,Run,2.01,14.9,139.5,149
7420,Run,5.2,39.82,151.4,168
7421,Run,6.01,43.48,153.6,173
7422,Run,9,63.07,164.6,197
7423,Run,6.01,43.28,153.6,170
7424,Run,1.01,7.55,146.8,157
7425,Run,6.03,46.63,157.6,184
7426,Run,5.03,39.97,155.1,169
7427,Run,10.02,77.85,152.8,168
7428,Run,5.01,39.43,150.6,167
7429,Run,5.01,36.78,147.1,163
7430,Run,5.01,36.63,160.4,176
7431,Run,5.02,39.77,157.9,170
7432,Run,5.01,36.6,159,175
7433,Run,6.16,46.45,173.9,190
7434,Run,5.02,39.5,164.9,185
7435,Run,3.86,30.62,152.1,179
7436,Run,3,21.82,159.1,170
7437,Run,1.03,7.78,154.1,168
7438,Run,4.02,33.12,157.6,185
7439,Run,1.01,7.55,148.2,161
7440,Run,3.06,23.68,159.3,174
7441,Run,6.65,52.07,152.8,171
7442,Run,1.01,7.88,138.4,157
7443,Run,0.17,1.77,128,136
7444,Run,1.08,11.35,124.6,148
7445,Run,5.04,38.52,156.4,176
7446,Run,5.01,37.83,157.6,183
7447,Run,5.01,39.48,156.9,173
7448,Run,10.06,79.9,159.6,178
7449,Run,5.01,41.78,136.3,155
7450,Run,5.06,40.75,146,160
7451,Run,3.21,24.17,157.6,175
7452,Run,2.86,21.45,165.6,178
7453,Run,5.02,40.83,154.3,173
7454,Run,4.01,29.88,128.9,151
7455,Run,2.65,19.57,143.6,158
7456,Run,8.02,62.57,152.5,171
7457,Run,2.32,18.78,146,162
7458,Run,6.01,43.82,149.2,162
7459,Run,1.34,11.23,143.1,159
7460,Run,1.28,11.23,139,152
7461,Run,3.16,18.22,196.4,211
7462,Run,1.26,10.18,146.8,160
7463,Run,3.14,27.57,135.6,157
7464,Run,3.08,25.2,146.8,162
7465,Run,6.01,46.85,148.2,162
7466,Run,6.01,40.85,165.4,200
7467,Run,5.02,35.25,160.1,199
7468,Run,5.28,37.6,160.8,191
7469,Run,8.36,68.97,156.3,174
7470,Run,5.1,44.28,136.8,152
7471,Run,3.59,34.1,130.4,152
7472,Run,3.33,30.2,128.4,149
7473,Run,2.01,18.63,124.7,143
7474,Run,4.33,35.53,139,172
7475,Run,3.01,24.15,148.1,166
7476,Run,1,7.7,133,156
7477,Run,2.66,23.87,123.3,141
7478,Run,5.14,30.57,187.6,198
7479,Run,2.01,15.98,138.4,159
7480,Run,4.01,31.55,140.8,154
7481,Run,6.04,46.65,146.1,163
7482,Run,7.02,53.18,156.4,196
7483,Run,7.01,54.1,143.7,159
7484,Run,1.51,12.12,144.3,153
7485,Run,9.53,65.65,163.6,198
7486,Run,6.01,46.57,146.7,162
7487,Run,13.13,99.08,148,180
7488,Run,6.01,43.65,138.8,149
7489,Run,9.07,70.5,156.7,191
7490,Run,7.01,53.2,151.5,168
7491,Run,10.29,73.5,158.6,196
7492,Run,7.12,54.9,147.4,180
7493,Run,12.02,83.7,161.1,181
7494,Run,9.8,70.63,159.4,194
7495,Run,6.01,44.58,147.3,173
7496,Run,8.06,62.48,148.3,167
7497,Run,6.01,47.58,147.9,165
7498,Run,8.14,57.57,160.5,204
7499,Run,5.01,31.07,181.9,196
7500,Run,2.01,16.92,140.2,156
7501,Run,4.17,33.47,134.4,149
7502,Run,7.51,58.15,142.5,160
7503,Run,5.63,44.08,141.9,160
7504,Run,5.02,40.33,138.8,156
7505,Run,2,18.15,128.5,145
7506,Run,6.01,49.07,139.5,162
7507,Run,4.01,32.87,139.5,160
7508,Run,6.01,48.6,139.4,156
7509,Run,7.16,57.02,147.2,163
7510,Run,7.03,55.47,147.9,167
7511,Run,1.61,14.4,140.5,151
7512,Run,8.95,62.33,172.3,201
7513,Run,1.51,11.88,135.2,157
7514,Run,9.01,71.6,136.3,154
7515,Run,14.01,109.02,142.7,167
7516,Run,2.01,17.28,142.7,156
7517,Run,5.1,29.5,187.5,200
7518,Run,2.01,16.92,140.1,158
7519,Run,6.02,47.78,139.9,166
7520,Run,7.02,60.02,133.1,150
7521,Run,1.01,7.9,128.8,145
7522,Run,8.59,68.05,141,164
7523,Run,1.38,12.28,149.1,173
7524,Run,8.15,54.75,177.1,198
7525,Run,2.01,16.03,139.7,154
7526,Run,9.01,71.23,146.9,174
7527,Run,5.01,40.13,139.4,169
7528,Run,14.01,109.83,147.7,163
7529,Run,5.01,39.95,147.5,159
7530,Run,8.08,59.75,153.7,202
7531,Run,8.01,64.52,140.6,172
7532,Run,11.01,88.58,142.1,160
7533,Run,3.01,28.07,140.8,152
7534,Run,3.02,23.55,170.6,193
7535,Run,3.01,24.42,132.5,150
7536,Run,3.01,25.52,128.1,145
7537,Run,14.01,103.43,152.1,179
7538,Run,7.01,53.4,148.8,170
7539,Run,11.01,76.73,157.1,192
7540,Run,8.01,57.37,145.6,159
7541,Run,2.01,15.12,146.5,155
7542,Run,5.05,32.92,167.8,183
7543,Run,2.04,16.2,129.7,145
7544,Run,9.01,74.82,137.6,154
7545,Run,14.01,106.02,147.9,173
7546,Run,2.04,16.9,142.4,153
7547,Run,4.88,28.72,188.2,197
7548,Run,2.01,15.75,147.1,162
7549,Run,4.21,33.08,145,161
7550,Run,0.54,4.52,144.7,158
7551,Run,8.09,55.97,162.8,197
7552,Run,0.48,3.85,124.9,144
7553,Run,10.82,82.48,153.7,173
7554,Run,8,62.95,149.1,165
7555,Run,1.02,8.22,150.7,161
7556,Run,7.01,48.27,164,196
7557,Run,7.64,61.37,141.7,154
7558,Run,13.06,101.8,153.9,182
7559,Run,7.01,55.82,148.1,168
7560,Run,1.01,8.75,156,165
7561,Run,3.19,20.02,180.8,190
7562,Run,2.01,15.9,139,156
7563,Run,7.82,62.28,158.3,170
7564,Run,0.47,3.97,132.1,142
7565,Run,7.02,54.43,137.7,153
7566,Run,12.03,89.95,152.6,166
7567,Run,7.02,54.47,151.4,170
7568,Run,2.01,16.63,141.7,150
7569,Run,3.11,17.9,186.8,200
7570,Run,2.01,14.45,152.6,172
7571,Run,1.26,10.02,131.4,147
7572,Run,0.19,0.8,136,150
7573,Run,4.01,31.07,153.5,172
7574,Run,7.01,51.23,152.7,162
7575,Run,2.01,16.75,140.9,156
7576,Run,2.55,12.53,163.6,191
7577,Run,2,15.4,138.1,152
7578,Run,2.95,57.32,106.2,147
7579,Run,1.26,13.82,117.4,132
7580,Run,5.01,36.22,148.4,170
7581,Run,5.01,36.75,126.7,150
7582,Run,2,18.13,134.6,146
7583,Run,3.11,18,192,206
7584,Run,2,15.2,150.8,164
7585,Run,1.28,10.02,136.5,153
7586,Run,5.01,39.27,133.5,155
7587,Run,2.01,16.3,147,161
7588,Run,2.08,12.07,161,179
7589,Run,2.01,15.82,128.4,147
7590,Run,7.01,50.93,136.3,158
7591,Run,6.03,48.08,139.2,154
7592,Run,17.02,129.52,148.9,171
7593,Run,7,55.93,143.3,160
7594,Run,2.01,18.3,145.4,155
7595,Run,0.53,2.43,151,169
7596,Run,4.51,24.47,176.8,195
7597,Run,2.01,15.98,138,155
7598,Run,12.01,86.42,146.2,165
7599,Run,10.02,79.4,149.9,164
7600,Run,1.83,13.28,145.4,152
7601,Run,6.02,36.32,171.2,195
7602,Run,2.17,15.8,134.8,142
7603,Run,7.01,51.05,132.7,145
7604,Run,14.02,106,151.5,178
7605,Run,6.02,47.83,142.8,158
7606,Run,2.01,15.97,145,155
7607,Run,4.07,21.22,163.4,190
7608,Run,2.01,16.12,131.4,142
7609,Run,11.02,86.87,152.9,174
7610,Run,9.01,71.3,142.9,160
7611,Run,10.01,67.72,141.4,188
7612,Run,5.01,36.43,139.1,153
7613,Run,11.01,82.47,154.8,187
7614,Run,5.01,36.55,137.8,155
7615,Run,2,16.28,147.8,160
7616,Run,0.52,2.15,150.2,171
7617,Run,4.48,28.35,178.4,192
7618,Run,2.01,15.68,139.7,157
7619,Run,6.02,46.8,142.4,155
7620,Run,2.01,15.95,152.4,166
7621,Run,1.05,7.7,164.8,184
7622,Run,4.01,23.47,180.6,193
7623,Run,2.02,15.98,140.1,155
7624,Run,7.02,56.6,134.1,157
7625,Run,7.59,55.82,148.6,168
7626,Run,14.01,104.75,154.5,175
7627,Run,7.03,51.85,132.1,143
7628,Run,8.01,56.2,147.3,198
7629,Run,11.02,83.13,146.7,171
7630,Run,8.01,58.15,144.7,156
7631,Run,3.01,24.98,146.8,161
7632,Run,0.8,6,165.9,178
7633,Run,4.22,26.42,172.4,189
7634,Run,2.05,16.45,137.7,148
7635,Run,0.31,5.9,75.9,94
7636,Run,6.8,49.2,146.3,172
7637,Run,14.01,99.15,159.3,188
7638,Run,6.01,47.3,150.2,169
7639,Run,0.39,7.63,79.9,114
7640,Run,2.01,14.8,142,147
7641,Run,3.63,23.55,173,189
7642,Run,2.01,14.78,131.2,140
7643,Run,11.01,84.97,151.4,170
7644,Run,9.02,72.28,150.8,172
7645,Run,2.02,14.33,151.9,174
7646,Run,8.02,63.52,149.7,164
7647,Run,7.2,55.6,147.7,174
7648,Run,13.13,100.67,158.4,180
7649,Run,6.01,48.23,151.3,174
7650,Run,2.02,14.25,153.2,166
7651,Run,6.01,48.4,153.4,170
7652,Run,10.01,71.32,144.8,170
7653,Run,8.01,62.7,152.1,168
7654,Run,2.01,14.9,148.8,168
7655,Run,6.01,47.82,147.2,167
7656,Run,6.01,43.78,136.4,154
7657,Run,12.02,92.58,158.3,177
7658,Run,6.01,44.05,139.5,156
7659,Run,7.01,49.15,164.2,197
7660,Run,11.01,86.27,160.5,183
7661,Run,7.01,54.88,154.6,173
7662,Run,6.02,47.22,152.8,176
7663,Run,5.01,39.73,152.5,174
7664,Run,11.01,85.1,158.6,181
7665,Run,5.03,39.1,157.5,178
7666,Run,7.02,51.65,142.5,154
7667,Run,9.01,70.38,161.1,187
7668,Run,6.01,47.8,137.7,162
7669,Run,7.02,50.72,141,155
7670,Run,3.35,76.35,89.1,115
7671,Run,11.01,85.67,160.7,181
7672,Run,6.01,50.05,149,161
7673,Run,7.01,54.33,150.3,170
7674,Run,9.03,68.42,156.6,174
7675,Run,6.02,46.88,154.9,176
7676,Run,7.01,52.2,136.5,151
7677,Run,5.01,39.32,149.6,168
7678,Run,10.01,72.72,167,188
7679,Run,5.01,37.67,137.2,160
7680,Run,7.01,50.97,154.8,178
7681,Run,4.01,29.38,152.3,173
7682,Run,5.01,39.92,153.4,174
7683,Run,5.01,39.38,0,0
7684,Run,1.04,7.83,159.9,175
7685,Run,8.03,62.6,159.5,179
7686,Run,6.02,47.28,158.9,177
7687,Run,5.01,36.73,154.9,168
7688,Run,1.01,7.68,132.6,145
7689,Run,2.01,15.1,154.1,179
7690,Run,5.02,38.85,156.4,172
7691,Run,4.01,31.73,156.9,176
7692,Run,2.01,16.83,157.4,178
7693,Run,4.01,32,149.8,175
7694,Run,2.01,16.3,143.3,157
7695,Run,3.43,28.03,152.8,174
7696,Run,0.5,4,125.4,142
7697,Ride,0,11.63,140.2,160
7698,Run,2.01,15.65,132.7,157
7699,Run,3.01,25.02,151.1,172
7700,Run,5.13,37.55,153.8,197
7701,Run,3.33,26.27,143.8,162
7702,Run,3.9,31.12,147.8,187
7703,Run,3.29,25.88,143.1,170
7704,Run,0.7,5.38,139.1,150
7705,Run,1.05,9.47,146.7,156
7706,Run,2.75,15,178.2,198
7707,Run,0.5,3.57,137.5,149
7708,Run,1.52,12.03,142.3,159
7709,Run,5.01,39.8,145.3,165
7710,Run,3.32,24.05,144.1,157
7711,Run,3.74,31.27,140.4,163
7712,Run,10.02,77.2,158.5,179
7713,Run,4.01,33.6,151.1,169
7714,Run,1.07,5.03,182.5,198
7715,Run,1.34,11.08,141.6,165
7716,Run,2,16.02,147.4,162
7717,Run,0.5,4,0,0
7718,Run,4.58,34.55,156.9,171
7719,Run,5.01,39.72,151.7,168
7720,Run,4.01,32.02,143.6,170
7721,Run,1.03,8.58,138.3,158
7722,Run,4.22,27.55,175.7,191
7723,Run,2.01,14.8,144.8,167
7724,Run,4.61,36.02,147.5,168
7725,Run,2.02,15.87,141.1,159
7726,Run,0.47,4.07,129.8,139
7727,Run,2.03,16.3,144,162
7728,Run,4.01,29.33,125.8,149
7729,Run,0.8,6.35,146.3,157
7730,Ride,0,28.3,180.3,195
7731,Run,2.03,16.37,137,154
7732,Run,2.82,23.35,130.4,152
7733,Ride,0,83.03,145.6,190
7734,Ride,0,30.65,147.7,164
7735,Ride,0,37.98,139.4,151
7736,Ride,0,47.9,138.2,148
7737,Ride,0,72,150.9,193
7738,Ride,0,20.47,138.7,155
7739,Ride,0,42.07,153.3,169
7740,Ride,0,20.18,151.7,158
7741,Ride,0,40.07,156.5,174
7742,Ride,0,30.05,143.1,157
7743,Run,3.12,26.03,145.7,161
7744,Run,0.56,2.22,179.2,201
7745,Run,0.64,4.65,139.9,161
7746,Run,0.71,5.22,127.1,151
7747,Run,1,8.02,132.1,144
7748,Run,2.07,13.35,163.2,187
7749,Run,1.01,7.18,126.3,142
7750,Run,4.49,32.25,145.2,157
7751,Run,0.6,4.63,134.5,145
7752,Run,5.02,38.43,143.5,163
7753,Run,2.65,22.4,130.2,144
7754,Run,4.8,36.28,149.5,165
7755,Run,0.6,5,0,0
7756,Run,1.02,9.17,138.4,152
7757,Run,5.95,42.43,173.7,194
7758,Run,2,15.58,146.9,159
7759,Run,5.1,40.05,139.8,153
7760,Run,4.07,31.38,138.5,157
7761,Run,2.15,19.52,137,150
7762,Run,5.87,40.43,180.6,193
7763,Run,2.02,15.68,142.7,153
7764,Run,5.02,41.68,143.8,162
7765,Run,12.02,85.98,160.6,195
7766,Run,5.12,42.1,138,156
7767,Run,2.01,19.3,141.5,152
7768,Run,5.48,35.22,176,196
7769,Run,2.02,15.62,144.6,158
7770,Run,4.51,33.2,136.8,145
7771,Run,0.5,3.87,124.2,145
7772,Run,2,14.55,153.2,158
7773,Run,6.01,37.72,171.5,196
7774,Run,2.01,14.78,136.8,146
7775,Run,4.01,31.22,142.4,167
7776,Run,4.04,32.93,139.4,158
7777,Run,12.01,86.8,159.5,193
7778,Run,3.8,31.32,132.4,145
7779,Run,1.67,14.67,135.2,149
7780,Run,6.32,40.1,178.6,198
7781,Run,2.01,15.47,142,152
7782,Run,5.04,39.42,139.2,155
7783,Run,1.12,8.9,129.3,145
7784,Run,0.59,4.57,145.8,155
7785,Run,3.71,28.97,134.4,146
7786,Run,0.58,4.65,126.8,136
7787,Run,1.16,11.23,140.3,149
7788,Run,6.24,41.35,178.7,196
7789,Run,2,15.37,146.5,161
7790,Run,7.01,57.23,141.1,157
7791,Run,0.58,4.55,143.8,158
7792,Run,3.01,22.15,142.5,157
7793,Run,0.57,4.53,131.8,141
7794,Run,1.59,12.3,150.6,165
7795,Run,4.75,31.6,174.3,199
7796,Run,2.36,18.75,140.2,162
7797,Run,3.54,31.2,132.1,148
7798,Run,0.43,3.3,131.7,142
7799,Run,0.7,5.28,129.9,140
7800,Run,4,26.02,162,199
7801,Run,1.33,10.17,143.1,154
7802,Run,0.41,3.17,167.1,186
7803,Run,3.5,26.33,148,159
7804,Run,0.41,3.12,128.8,143
7805,Run,3.79,30.02,140.9,158
7806,Run,2.15,18.32,132.1,143
7807,Run,2.14,18.3,140,153
7808,Run,5.36,34.22,183.5,200
7809,Run,2.08,16,139.7,152
7810,Run,4.15,30.45,142.1,152
7811,Run,7.25,55.37,142.5,158
7812,Run,0.45,3.6,125.7,137
7813,Run,0.66,5.33,129.4,142
7814,Run,2,17.87,138.5,152
7815,Run,5.49,36.15,178.6,195
7816,Run,2.01,15.92,137.1,152
7817,Run,4,31.48,137.8,154
7818,Run,12.01,86.48,153.9,185
7819,Run,4.02,31.47,138.5,151
7820,Run,0.66,5.15,132.4,146
7821,Run,2.07,16.87,138.9,155
7822,Run,4.08,25,180.6,200
7823,Run,2.11,16.25,139.8,153
7824,Run,5.04,40.77,133.3,153
7825,Run,7,58.75,134.4,150
7826,Run,1.01,8.23,131.9,146
7827,Run,1.53,11.58,150.3,164
7828,Run,4.62,30.12,173.8,194
7829,Run,2,15.5,139.8,155
7830,Run,3.84,30.82,0,0
7831,Run,1.76,15.28,148.4,161
7832,Run,0.25,0.95,0,0
7833,Run,5.01,43.32,142,171
7834,Run,1.01,4.95,180.5,195
7835,Run,2.03,16.72,140.7,156
7836,Run,4.01,30.68,145.2,171
7837,Run,5.62,42.73,149.9,169
7838,Run,0.67,5.22,136.7,150
7839,Run,8.5,60.63,158.4,194
7840,Run,1.4,11.13,140.4,152
7841,Run,1.11,8.78,134.9,151
7842,Run,0.57,4.58,133.4,148
7843,Run,3.04,23.75,139.5,155
7844,Run,0.66,5.18,139,150
7845,Run,2.05,16.08,142.9,158
7846,Run,4.71,29.95,178.1,194
7847,Run,2.02,16,141,158
7848,Run,5.01,37.38,146.9,158
7849,Run,11.01,80.48,155.5,174
7850,Run,4.34,34.53,141.5,157
7851,Run,0.67,5.18,139.4,152
7852,Run,1.6,13.02,148.9,164
7853,Run,4.59,30.58,179.5,196
7854,Run,2.01,15.95,142.9,157
7855,Run,0.62,4.98,136,146
7856,Run,3.9,30,144.9,159
7857,Run,0.54,4.32,137,147
7858,Run,8.17,61.9,149.9,171
7859,Run,0.85,6.62,138.3,152
7860,Run,2.15,17.83,142.3,153
7861,Run,3.68,24.78,168.1,190
7862,Run,2.27,17.4,138,157
7863,Run,1.01,8.38,145.5,151
7864,Run,6.01,44.88,154.4,192
7865,Run,5.26,38.93,150.1,163
7866,Run,2.19,17.42,149.8,172
7867,Run,3.71,25.27,168.8,192
7868,Run,2,15.62,149.3,171
7869,Run,5.01,38.23,146.2,163
7870,Run,8.02,60.83,154.4,174
7871,Run,1.61,13.52,142.9,164
7872,Run,3.91,27.52,170.4,198
