id,activity_type,distance_miles,moving_time,average_heartrate,max_heartrate
7873,Run,1.54,11.6,144.9,166
7874,Run,0.54,4.1,144,149
7875,Run,10.01,72.45,159.1,185
7876,Run,4.05,31.48,155.3,172
7877,Run,1.07,7.88,141.4,159
7878,Run,5.03,38.65,147.3,166
7879,Run,1.01,8.67,136.9,154
7880,Run,5.12,38.77,159.7,180
7881,Run,1.24,10.62,136.7,154
7882,Run,0.67,5.15,138.4,152
7883,Run,5.43,41.67,147.5,172
7884,Run,0.66,5.35,139.2,154
7885,Run,6.01,48.43,151,175
7886,Run,6.02,46.67,149.5,165
7887,Run,10.01,76.35,155.6,184
7888,Run,2,17.43,145.9,158
7889,Run,2.99,21.78,171.4,190
7890,Run,2.01,15.72,143.1,159
7891,Run,5.01,39.48,153.7,168
7892,Run,8.01,62.1,152.1,167
7893,Run,4,31.17,142.1,163
7894,Run,4.44,34.58,149.9,166
7895,Run,0.64,4.88,131.6,147
7896,Run,5.06,39.12,145.2,157
7897,Run,10.1,74.38,160.2,184
7898,Run,6.38,47.27,157.6,174
7899,Run,5.01,37.67,162.8,175
7900,Run,0.43,2.68,159.7,187
7901,Run,5.27,41,154.6,174
7902,Run,3.66,29.1,145.5,170
7903,Run,9.11,69.45,144.2,183
7904,Run,4.08,31.5,151.8,182
7905,Run,5.01,38.43,158.5,176
7906,Run,5.02,38.8,147.7,167
7907,Run,7.01,53.18,153.5,174
7908,Run,5.01,38.25,164,180
7909,Run,2.01,15.65,162.1,179
7910,Run,8.01,61.62,161.7,183
7911,Run,3.67,27.55,156.2,172
7912,Run,0.51,3.87,137.8,152
7913,Run,4.5,33.48,160.8,175
7914,Run,0.56,4.27,134.6,151
7915,Run,5.01,38.62,160.7,181
7916,Run,7.01,52.45,157.3,181
7917,Run,4.01,30.65,162.9,176
7918,Run,4.01,30.33,158.2,178
7919,Run,4.01,30.32,163,176
7920,Run,5.01,38.15,159.9,182
7921,Run,2.01,15.45,153.7,179
7922,Run,5.37,41.55,160.6,173
7923,Run,3.97,31.37,154.9,169
7924,Run,3.94,39.53,157.8,181
7925,Run,2.55,19.62,153.7,178
7926,Run,1.31,9.62,144.4,159
7927,Run,2.55,20,159,181
7928,Run,1,9.2,149.7,164
7929,Run,1.57,11.7,149.8,163
7930,Run,3.58,20.07,171.5,191
7931,Run,2,15.05,143,156
7932,Run,4.9,35.88,145.3,160
7933,Run,0.47,3.63,118.6,138
7934,Run,2.01,16.12,137.8,155
7935,Run,4.63,40.32,140,154
7936,Run,1.84,16.37,148.6,162
7937,Run,3.71,26.18,165.2,204
7938,Run,2.33,18.68,145.2,161
7939,Run,6.53,50.45,152.6,173
7940,Run,7.03,53.35,148.2,163
7941,Run,2.19,20,154.2,182
7942,Run,4.39,28.08,183.5,200
7943,Run,1.55,11.8,146.1,158
7944,Run,5.69,48.72,139.6,155
7945,Run,0.45,3.5,111.4,143
7946,Run,5.04,38.88,147.5,172
7947,Run,1.29,10.55,144.5,158
7948,Run,4.98,29.07,194.5,208
7949,Run,0.8,6.07,149.8,166
7950,Run,2.5,21,0,0
7951,Run,5.04,38.45,147.5,158
7952,Run,13.01,101.72,156.1,190
7953,Run,2.01,16.95,148,162
7954,Run,0.34,2.38,145.7,168
7955,Run,5.88,39.1,172.5,196
7956,Run,2.01,15.67,140.4,156
7957,Run,5.58,42.87,154.2,177
7958,Run,5.45,42.6,153.2,174
7959,Run,10.4,81.3,149.9,163
7960,Run,0.42,3.25,127.9,142
7961,Run,2.03,17.5,140.9,152
7962,Run,4.05,21.57,167,199
7963,Run,2,15.22,142.4,151
7964,Run,7.25,55.37,148.2,170
7965,Run,10.01,78.35,145.2,163
7966,Run,1,8.17,130.8,148
7967,Run,0.69,5.42,100.6,138
7968,Run,4.01,31.48,141.1,165
7969,Run,0.3,2.42,0,0
7970,Run,7.76,61.45,143.8,157
7971,Run,2.29,18.18,141,159
7972,Run,3.79,31.23,136.8,154
7973,Run,8.02,63.3,139.7,161
7974,Run,7.67,61.47,141.1,160
7975,Run,0.46,3.67,106.5,130
7976,Run,14.01,107.17,143.9,169
7977,Run,1.37,11.52,141.6,158
7978,Run,6.22,38.15,177.5,191
7979,Run,2.01,15.37,132.4,145
7980,Run,7.01,55.03,144.9,181
7981,Run,7.01,54.92,144.4,166
7982,Run,1.01,8.42,157.4,173
7983,Run,1.05,7.7,165.2,187
7984,Run,6.01,39.07,174.1,182
7985,Run,2.01,15.55,139.7,155
7986,Run,1.03,8.37,149.6,163
7987,Run,7.48,48.57,176.6,199
7988,Run,1.5,11.45,134.9,155
7989,Run,8.02,62.08,151.7,166
7990,Run,13.01,100.65,141.7,164
7991,Run,2,18.23,137.8,153
7992,Run,5.02,28.55,191.5,202
7993,Run,2,16.28,144.3,158
7994,Run,4.01,31.1,142.7,159
7995,Run,6,43.43,148.8,179
7996,Run,3.01,23.67,143.1,173
7997,Run,5.01,38.88,148.2,165
7998,Run,2.21,18.73,146.9,162
7999,Run,5.05,29.12,181,197
8000,Run,1.8,14.32,133.7,148
8001,Run,7.57,61.72,139.2,157
8002,Run,0.46,3.67,116.8,139
8003,Run,14.01,107.38,149.9,173
8004,Run,1.01,8.53,144.5,159
8005,Run,6.11,39.05,172.1,196
8006,Run,2.01,16.13,143.9,156
8007,Run,6.01,47.23,144.5,158
8008,Run,7.03,53.98,146.7,196
8009,Run,11.01,88.37,142.8,165
8010,Run,2.1,16.9,150.8,158
8011,Run,0.6,2.58,143.3,165
8012,Run,4.12,25.02,180.4,191
8013,Run,2.21,17.43,137.9,148
8014,Run,9.01,73.98,142.3,165
8015,Run,12.01,90.38,151.7,175
8016,Run,2.01,17.98,142.9,152
8017,Run,5.07,29.97,192.7,203
8018,Run,2.01,17.08,135.1,153
8019,Run,4.2,33.12,145.9,166
8020,Run,4.03,30.27,137.3,164
8021,Run,1,7.95,162.6,174
8022,Run,5,34.22,176.2,193
8023,Run,1.01,7.8,151.7,164
8024,Run,0.3,2,0,0
8025,Run,7.76,60.93,148.6,158
8026,Run,8.06,62.52,151.6,176
8027,Run,13.12,99.03,150.3,174
8028,Run,7.01,53.58,154.6,173
8029,Run,8.05,62.48,154,173
8030,Run,1.64,12.78,155.7,166
8031,Run,5.36,34.55,179.1,194
8032,Run,1.01,7.8,135.8,154
8033,Run,9.03,69.68,146.6,178
8034,Run,7.6,57,151,169
8035,Run,7.45,57.62,153.8,171
8036,Run,1.1,18.63,110.3,143
8037,Run,1.63,15.37,141.2,168
8038,Run,2.86,15.8,184.3,201
8039,Run,1.75,13.13,148.8,173
8040,Run,5.01,38.23,146.6,171
8041,Run,4.01,31.45,140.4,157
8042,Run,8.01,62.37,152.5,173
8043,Run,0.6,5,0,0
8044,Run,7.42,54.83,161.1,188
8045,Run,5.01,38.53,151.9,169
8046,Run,9.01,71.45,151.8,171
8047,Run,15.02,116.5,156.6,177
8048,Run,8.01,62.75,151.6,160
8049,Run,7.01,55.38,151.1,161
8050,Run,7.08,52.55,158,184
8051,Run,11.03,82.78,161.8,190
8052,Run,8.01,62.12,151.6,168
8053,Run,6.1,47.72,156.3,173
8054,Run,13.01,101.35,157.7,177
8055,Run,2.12,17.9,144.4,156
8056,Run,3.5,21.53,183.3,193
8057,Run,2,15.9,144.7,159
8058,Run,6.38,47.18,148.4,161
8059,Run,10.02,76.63,153.7,176
8060,Run,2.1,16.95,149.2,158
8061,Run,4.44,31.37,167.2,190
8062,Run,2.55,20.1,137.2,152
8063,Run,8,60.93,148.9,158
8064,Run,5.05,39.95,143.4,165
8065,Run,13.13,98.95,151.2,172
8066,Run,2.19,17.33,152.1,171
8067,Run,4.01,24.33,180.1,191
8068,Run,2.01,16.23,136.2,152
8069,Run,7.01,55.77,155.6,172
8070,Run,10.01,82.57,158.6,178
8071,Run,2.05,16.45,159.7,173
8072,Run,4.96,27.98,170.7,196
8073,Run,2.01,15.68,138.6,154
8074,Run,8.01,62.45,146.6,164
8075,Run,5.02,39.28,144.4,154
8076,Run,12.01,93.27,160.2,179
8077,Run,2.02,15.65,151.8,160
8078,Run,4,24.6,0,0
8079,Run,2.04,15.92,143.7,155
8080,Run,6.01,46.87,144.9,173
8081,Run,9.01,70.35,154.9,177
8082,Run,2.01,17.95,159.7,173
8083,Run,3.02,22.73,171.7,199
8084,Run,2,15.85,146.9,161
8085,Run,8,62.45,152.4,169
8086,Run,4,31.92,0,0
8087,Run,10.01,77.08,160.8,184
8088,Run,8,59,0,0
8089,Run,3,24,0,0
8090,Run,6,49.92,155.1,175
8091,Run,2.04,16.87,139.1,156
8092,Run,7.02,54.7,155.6,172
8093,Run,4,31.87,0,0
8094,Run,8.02,64.22,164.7,182
8095,Run,5.01,38.55,156.7,177
8096,Run,5,39.12,0,0
8097,Run,5,39.88,0,0
8098,Run,5,37.97,0,0
8099,Run,5.11,41.02,150.5,170
8100,Run,11.04,83.18,163.5,188
8101,Run,6.01,45.73,150.5,169
8102,Run,5,39.02,0,0
8103,Run,9.02,69.75,155,176
8104,Run,2.01,17.15,154.2,162
8105,Run,3.18,23.1,169.3,194
8106,Run,2.01,16.12,139.7,166
8107,Run,7.01,55.23,158,174
8108,Run,4.01,31.43,152.6,169
8109,Run,10.02,76.1,158.6,178
8110,Run,6.01,46.82,160.3,174
8111,Run,4.58,38.68,142.8,162
8112,Run,8.02,61.98,151.8,176
8113,Run,2.02,18.67,153.6,171
8114,Run,2.52,19.1,175,202
8115,Run,2.04,16.35,142.1,160
8116,Run,6.01,46.95,159.4,178
8117,Run,5.01,39.6,156,177
8118,Run,8.01,61.83,169.1,187
8119,Run,4.4,35.82,164.1,179
8120,Run,0.65,5.2,132.2,143
8121,Run,5,40.12,0,0
8122,Run,7.01,54.1,156.7,178
8123,Run,4.51,35.65,154.8,171
8124,Run,0.52,4.28,124.9,136
8125,Run,5,39.95,0,0
8126,Run,8.01,61.98,157.6,186
8127,Run,5.04,41.07,158.1,177
8128,Run,7.01,58.15,154.9,176
8129,Run,5,39.95,0,0
8130,Run,4.51,36,160.2,176
8131,Run,0.51,3.92,146.8,156
8132,Run,3.72,29.13,151.2,173
8133,Run,7.02,53.47,165.8,187
8134,Run,3.5,28,0,0
8135,Run,4,32,0,0
8136,Run,5.5,44.13,0,0
8137,Run,4,32.18,0,0
8138,Run,3.36,27.72,158.9,175
8139,Run,0.65,5.12,131.4,144
8140,Run,5,40.13,0,0
8141,Run,3.51,28.27,159.9,170
8142,Run,0.5,3.9,131.5,146
8143,Run,3,24.53,0,0
8144,Run,4,32.15,0,0
8145,Run,4.01,33.22,156.4,185
8146,Run,3,23.52,158.9,177
8147,Run,3.5,27.47,149.1,168
8148,Run,3.02,23.42,157.2,180
8149,Run,2.5,19.88,161.8,181
8150,Run,3.86,69.5,96.5,139
8151,Ride,2.93,16.75,139.4,158
8152,Ride,4.12,23.45,128.1,156
8153,Run,2.05,15.57,147.1,168
8154,Run,1.01,7.93,155,177
8155,Run,1.01,5.17,142,163
8156,Run,2.01,15.72,151.3,177
8157,Run,5.01,37.47,151.3,168
8158,Run,6.03,46.28,152.9,168
8159,Run,2.01,15.27,156.9,170
8160,Run,4.33,25.98,176,198
8161,Run,2.01,15.82,147.4,158
8162,Run,2.06,15.73,157.6,175
8163,Run,4.01,30,154.3,172
8164,Run,10.01,73.95,147.3,179
8165,Run,1.01,8.4,159.2,172
8166,Run,3.28,21.83,162.6,183
8167,Run,2.02,15.5,149.9,170
8168,Run,4.16,31.33,0,0
8169,Run,5.05,38.17,155.5,180
8170,Run,7.02,51.13,159,180
8171,Run,4.02,30.6,161,174
8172,Run,7,55.08,160.9,178
8173,Run,0.77,7.08,152.7,169
8174,Run,2.24,14.47,157.1,174
8175,Run,2.01,15.55,139.6,167
8176,Run,5.01,38.18,153.1,172
8177,Run,4.01,29.78,155,188
8178,Run,1.02,8.28,160.8,171
8179,Run,3.9,30,0,0
8180,Run,2.91,15.95,157.5,190
8181,Run,2.51,19.45,143.7,180
8182,Elliptical,4,30,0,0
8183,Run,5,38,0,0
8184,Run,2.37,18.15,152.5,167
8185,Run,1.01,8.45,146.1,165
8186,Run,0.5,2.15,0,0
8187,Run,1.64,13.17,138.6,162
8188,Run,3.01,22.62,151.4,168
8189,Ride,2.66,16.35,122.3,144
8190,Run,5,39.92,0,0
8191,Run,6.01,48.97,140.6,165
8192,Run,2.29,18.57,167.7,182
8193,Run,3.3,18.23,147.6,182
8194,Run,2.26,17.78,156.5,173
8195,Run,5,41.55,0,0
8196,Run,11.01,77.47,158.8,182
8197,Run,1.07,9.2,141.9,148
8198,Run,1.99,10.07,146.9,171
8199,Run,2.01,15.5,136.5,165
8200,Run,5.06,39.15,146.7,167
8201,Run,6,46.3,0,0
8202,Run,9.02,68.75,152.7,175
8203,Run,2.28,17.97,163.9,173
8204,Run,2.51,14.13,149.9,178
8205,Run,2.23,17.27,149.9,166
8206,Run,7.01,53.62,151.7,167
8207,Run,12.01,86.5,156.7,180
8208,Run,2.01,16.52,148.7,165
8209,Run,3.55,21.42,164,188
8210,Run,2.01,14.92,152.8,169
8211,Run,5.01,39.6,144.9,170
8212,Run,6.01,47.28,147.1,164
8213,Run,9.01,65.02,143.9,189
8214,Run,2.04,17.73,141.3,153
8215,Run,4.06,24.82,165.5,195
8216,Run,2.23,17.5,145.6,159
8217,Run,7.07,53.52,147.1,174
8218,Run,7.01,54.48,153.3,168
8219,Run,11.02,84.17,159.4,181
8220,Run,2.08,17.45,155.4,170
8221,Run,2.62,14.02,153.4,179
8222,Run,2.01,14.9,145.8,172
8223,EBikeRide,6,20,0,0
8224,Run,2.6,20.27,151,168
8225,Run,9.03,66.28,158,186
8226,Run,2.29,20.75,162,178
8227,Run,3.27,20.23,152.3,191
8228,Run,2.22,18.27,149.5,176
8229,Run,7,55.2,0,0
8230,Run,1.01,9.35,171.6,181
8231,Run,3.11,18.08,185.2,204
8232,Run,1.47,11.07,157.5,176
8233,Run,4.01,31.38,155.7,177
8234,Run,1.01,8.6,134.7,155
8235,Run,2.19,16.22,144.4,167
8236,Run,2.02,15.4,136.3,158
8237,Run,3.02,24.25,139.1,149
8238,Run,8.02,59.42,153.7,170
8239,Run,2.01,15.17,160.8,169
8240,Run,3.49,19.38,169.4,200
8241,Run,2.02,15.17,145.2,174
8242,Run,5.16,40.25,148.8,166
8243,Run,11.01,82.67,156.5,182
8244,Run,6.2,48.72,156.2,173
8245,Run,1.16,9.27,154.5,172
8246,Run,3.61,22.73,172.3,201
8247,Run,2.01,14.15,156,180
8248,Run,4.01,29.92,152,180
8249,Run,6.02,44.2,159.1,183
8250,Run,4.04,31.22,145.1,169
8251,Run,11.01,85.22,146,168
8252,Run,5,38.43,0,0
8253,Run,4.01,31.6,163.6,172
8254,Run,3.47,17.67,171.8,202
8255,Run,2.01,14.95,142.7,149
8256,Run,4.01,31.12,155.2,178
8257,Run,6,47.55,0,0
8258,Run,2.01,15.9,152.9,171
8259,Run,4.14,23.47,164.2,192
8260,Run,2.01,16.6,157.3,171
8261,Run,5.02,41.13,155.7,173
8262,Run,11.03,80.23,164.7,180
8263,Run,4,31.07,0,0
8264,Run,3,22.13,0,0
8265,Run,4.16,31.12,144,159
8266,Run,2,15.25,160.9,175
8267,Run,1.66,10.45,157.9,189
8268,Run,2.01,15.17,148.5,165
8269,Run,4,31.63,0,0
8270,Run,8.01,55.47,162.1,183
8271,Run,2.04,15.72,167,180
8272,Run,2.16,13.97,148.4,178
8273,Run,2.03,14.98,141.9,155
8274,Run,5.56,46.13,139.2,152
8275,Run,4,31.2,0,0
8276,Run,8.12,61.9,151.5,181
8277,Run,2,15.75,0,0
8278,Run,4.1,24,0,0
8279,Run,2,16.12,0,0
8280,Run,2.5,18.92,0,0
8281,Run,1.66,11.9,148.2,175
8282,Run,2.04,17.07,135.8,153
8283,EBikeRide,0,10,0,0
8284,Run,8,59.83,0,0
8285,Run,0.28,2.6,150.8,154
8286,EBikeRide,0,20,0,0
8287,Run,1,10,0,0
8288,Run,1,4.88,0,0
8289,Run,2,16.1,141.9,177
8290,Run,3.01,24.9,139.1,154
8291,Run,5.07,38.85,148.2,168
8292,Run,2.01,17.37,162.5,172
8293,Run,3.06,18.3,154.6,186
8294,Run,2.78,22.27,138.1,158
8295,Run,5,39.5,0,0
8296,Run,10.02,78.28,157,184
8297,Run,1.17,9.65,164.5,173
8298,Run,1.37,5.98,151.1,180
8299,Run,2.01,15.5,144.9,168
8300,Run,4.04,31.8,142.7,162
8301,Run,4.03,32.17,148.6,167
8302,Run,8.04,63.62,150,179
8303,Run,2.01,18.3,148.8,159
8304,Run,3.96,22.52,150,174
8305,Run,2.3,18.48,151.9,186
8306,Run,5.32,43.33,145.7,164
8307,Run,10.03,76.33,153.7,176
8308,Run,2.03,16.3,159,171
8309,Run,4.4,27.7,156.1,175
8310,Run,2.04,15.85,138.5,165
8311,Run,5.01,38.62,152.8,173
8312,Run,3.31,27.72,163.5,176
8313,Run,1,4.88,0,0
8314,Run,1.72,14.5,144.7,165
8315,Run,4.04,30.02,151.3,180
8316,Run,2.06,17.15,145.8,170
8317,Run,2.03,11.77,138.6,165
8318,Run,2.01,15.98,142.3,155
8319,Run,5.2,39.4,158,176
8320,Run,10.01,75.75,157,192
8321,Run,6.57,52.77,143.6,158
8322,Run,6.02,47.2,154.6,178
8323,Run,4.02,31.78,154.6,178
8324,Run,8.01,62.5,157,181
8325,Run,1.32,10.52,152.4,165
8326,Run,4.96,31.77,159.3,188
8327,Run,2.01,16.4,150.1,159
8328,Run,5.04,39.85,150.6,176
8329,Run,10.03,75.62,152.7,182
8330,Run,2.02,15.77,147.8,164
8331,Run,4.27,27.78,158.2,185
8332,Run,2.06,16.23,153.3,181
8333,Run,4.01,32.55,148,187
8334,Run,6.01,48.2,151.6,176
8335,Run,7.01,55.85,153.7,169
8336,Run,2.01,16.35,145.1,174
8337,Run,2.15,15.05,147.7,169
8338,Run,2.05,16.57,138.5,168
8339,Run,5.02,39.33,149.1,171
8340,Run,8.04,61.4,154.4,180
8341,Run,5.02,39.92,145.7,166
8342,Run,4,31.22,0,0
8343,EBikeRide,0,40,0,0
8344,Run,2.01,14.2,0,0
8345,Run,4.01,31.08,157.4,172
8346,Run,4.01,31.13,163.1,195
8347,Run,5.02,40.28,158.5,182
8348,Run,5,38.93,0,0
8349,Run,3.65,30.08,156.8,172
8350,Run,5.02,42.93,164.6,195
8351,Run,5.01,41.2,161.4,185
8352,Run,5.01,40.1,154.7,171
8353,Run,7.02,55.27,146.7,169
8354,Run,4,31.98,0,0
8355,Run,0.55,4.38,156.9,169
8356,Run,3.05,18.55,162.9,196
8357,Run,1.5,12.05,146.2,154
8358,Run,4.02,31.58,155.5,173
8359,Run,6.01,47.13,157.4,177
8360,Run,1.39,10.3,155.8,165
8361,Run,2.62,15.95,153.3,194
8362,Run,1.24,10.03,138.1,145
8363,Run,4.01,32.55,153.8,182
8364,Run,3.46,27.2,148.8,179
8365,Run,3,23.67,148.2,168
8366,Run,4.04,32.72,154.6,174
8367,Run,2,16.23,141.2,164
8368,Run,1.01,8.95,0,0
8369,Run,3.1,17.35,0,0
8370,Run,2.01,15.83,0,0
8371,Run,3.03,23.57,154.2,177
8372,Run,2.5,20,0,0
8373,Run,5.09,39.17,149.7,178
8374,Run,1.91,15.55,166.1,177
8375,Run,3.31,21.45,154.9,183
8376,Run,2.27,17.83,145.3,155
8377,Run,5,39.43,0,0
8378,Run,8.17,61.68,153.8,174
8379,Run,2.01,15.5,164.1,177
8380,Run,3.03,16.35,149.7,184
8381,Run,2,15.7,154.4,172
8382,Run,5.04,39.15,149.7,165
8383,Elliptical,0,40,0,0
8384,Run,7.05,51.72,145.6,173
8385,Run,2.03,15.55,151.8,159
8386,Run,3.98,23.53,153.8,185
8387,Run,2.02,15.68,137.5,155
8388,Run,5.01,38.67,145.4,176
8389,Run,10.03,76.7,153,173
8390,Run,1.34,10.45,151.6,160
8391,Run,2.55,12.9,148.3,173
8392,Run,1.62,12.48,145.8,161
8393,Run,6.03,45.15,153.1,169
8394,Run,4.03,31.3,144.7,175
8395,Run,7.03,53.2,143.6,168
8396,Run,2.01,14.8,157.2,167
8397,Run,4.18,25.72,171.6,192
8398,Run,2,15.77,150.3,166
8399,Run,5,39.88,0,0
8400,Run,12.02,89.4,149.3,175
8401,Run,2.06,18.63,143.8,161
8402,Run,3.1,17.67,0,0
8403,Run,2.02,16.52,143.9,156
8404,Run,4.13,32.05,147.6,168
8405,Run,2.5,20,0,0
8406,Run,6.02,45.68,155.4,177
8407,Run,2.03,16,144.2,158
8408,Run,4.31,27.45,168,188
8409,Run,2.01,15.42,148.8,173
8410,Run,5,39.67,0,0
8411,Run,12.02,88.57,151.7,178
8412,Run,2.01,15.35,155.6,170
8413,Run,3.13,16.98,161.7,186
8414,Run,2.01,15.73,133.1,162
8415,Run,6.09,46.93,157.8,184
8416,Elliptical,0,40,0,0
8417,Run,8.02,62.35,148.7,171
8418,Run,2.03,16.93,141.1,159
8419,Run,3.3,18.22,161.4,190
8420,Run,2.03,16.43,138,159
8421,Run,5.01,39.45,156,178
8422,Run,12.01,90.03,156.1,174
8423,Run,2.01,16.5,154.8,173
8424,Run,4.89,29.37,160.8,193
8425,Run,2.02,15.65,144.1,167
8426,Run,6.04,46.95,154.6,172
8427,Elliptical,0,40,0,0
8428,Run,8.01,62.33,156.5,176
8429,Run,2.02,15.55,148.3,167
8430,Run,3.53,20.58,164.5,190
8431,Run,2.01,15.85,141.7,166
8432,Run,5.01,40.07,150.9,170
8433,Run,12.08,90.35,157.5,173
8434,Run,8,57,0,0
8435,Run,4.04,32.88,143.1,167
8436,Run,5.03,40.37,151.2,173
8437,Run,0.95,6.88,137.8,165
8438,Run,2.04,16.18,141.8,154
8439,Run,2.09,17.68,161.3,176
8440,Run,2.63,12.77,149.9,197
8441,Run,2.01,16.12,145.1,166
8442,Run,2.5,20,0,0
8443,Run,5,40,0,0
8444,Run,12.02,86.58,161.3,181
8445,Run,1.16,10.2,144.6,159
8446,Run,4.98,30.2,189.1,205
8447,Run,1.53,12.37,150.6,166
8448,Run,2.04,16.58,145.1,169
8449,Run,3.85,31.5,143.9,168
8450,Run,0.47,4.13,127.7,140
8451,Run,5.32,42.6,157.6,176
8452,Run,1,9.25,166.7,178
8453,Run,3.6,22.52,153.6,191
8454,Run,2.01,16.77,142.8,161
8455,Run,4.02,30.97,160.2,177
8456,Run,4.02,31.78,181.9,193
8457,Run,4.12,34.58,147.3,163
8458,Run,1.06,9.35,144.2,166
8459,Run,3.5,20.7,148.7,185
8460,Run,1.07,9.23,144,162
8461,Run,4.03,33.92,140.8,159
8462,Run,0.62,4.92,159.4,171
8463,Run,10.02,72.77,159,180
8464,Run,1.39,12.65,143.3,158
8465,Run,3.31,17.5,184.7,205
8466,Run,1.58,12.95,148.9,172
8467,Run,3.14,24.08,150.7,167
